place_id,name,rating,user_ratings_total,address,phone_number,website,business_status,price_level,latitude,longitude,reviews_count
ChIJ7T9lvKKkBgcR76Im1Vta5sw,57680-000,0.0,0,"Boca da Mata - State of Alagoas, 57680-000, Brazil",,,,,-9.6610722,-36.1979764,0
ChIJNfsZ_rhXuAARjNK8xskk1zU,Posto Shell,3.6,135,"Rod. Jones dos Santos Neves, 15 - Várzea Nova, Guarapari - ES, 29211-630, Brazil",,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-1031646,OPERATIONAL,2.0,-20.6278068,-40.52683469999999,5
ChIJeQ2XB7Tb6wcRWAI7TZNmNTc,62400-000,0.0,0,"Camocim - Ceará, 62400-000, Brazil",,,,,-2.9264357,-40.8374011,0
ChIJPwX3JAbH6gcRwPCnxseWv1M,62050-070,0.0,0,"Tv. Itália - Dom Expedito, Sobral - CE, 62050-070, Brazil",,,,,-3.6951728,-40.3423603,0
ChIJjcTqf2yVtQARINT-uSLjW8E,Posto Shell,4.5,98,"Av. Rio de Janeiro, 244 - Centro, Boa Esperança - ES, 29845-000, Brazil",,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-1035908,OPERATIONAL,2.0,-18.5404958,-40.2912075,5
ChIJNfsZ_rhXuAARjNK8xskk1zU,Posto Shell,3.6,135,"Rod. Jones dos Santos Neves, 15 - Várzea Nova, Guarapari - ES, 29211-630, Brazil",,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-1031646,OPERATIONAL,2.0,-20.6278068,-40.52683469999999,5
ChIJc2GaItYpoJMRGW0yGLk8K1U,Posto Comelli - Shell,4.3,96,"Av. Perimetral das Samambaias, 975-N - Centro, Nova Mutum - MT, 78450-000, Brazil",(65) 3308-1119,,OPERATIONAL,,-13.8131333,-56.0745352,5
ChIJda1OQggynZQRSrvz-ZBhlXM,79560-000,0.0,0,"Chapadão do Sul - State of Mato Grosso do Sul, 79560-000, Brazil",,,,,-18.9204093,-52.7884171,0
ChIJ4UppljZffJQRVi7n2k7DuLk,Bacuri Auto Desk,4.4,162,"R. Cel. Pílad Rébua, 2666 - Jardim Andreia, Bonito - MS, 79290-000, Brazil",(67) 3065-0033,http://postotatinha.com.br/,OPERATIONAL,,-21.1346711,-56.4788517,5
ChIJbWEAB20oogARMCtNhA6sMwo,36270-000,0.0,0,"Ressaquinha - State of Minas Gerais, 36270-000, Brazil",,,,,-21.0882742,-43.7334089,0
ChIJl3jVXvDzpgARSRIm7hZUZK4,Posto Esmeraldas,4.3,4,"Alameda das Caviúnas, 2563 - Vale das Acacias, Ribeirão das Neves - MG, 33830-045, Brazil",,,OPERATIONAL,,-19.7500987,-44.14424260000001,4
ChIJD0Pz3TOXsJMR0KvozPtYhEM,78320-000,0.0,0,"Juína - State of Mato Grosso, 78320-000, Brazil",,,,,-11.4227335,-58.7571607,0
ChIJmQRnWCvGIZMRuNwHHRXJsWc,AUTO POSTO FLOR DO NORTE LTDA,4.0,1,"QD30 LT01 - 100, BR-158, S/N - Nova Esperança, Santa Maria das Barreiras - PA, 68565-000, Brazil",,http://www.shell.com.br/,OPERATIONAL,2.0,-8.549741,-50.4144654,1
ChIJs8t2XhLUG5MRCqpmniE-PHg,78645-000,0.0,0,"Vila Rica - State of Mato Grosso, 78645-000, Brazil",,,,,-10.0036656,-51.4309582,0
ChIJQzPyhg36y5QREj01UinWBzM,Auto Posto Cambuí,4.4,115,"Av. Benedito Delfino Machado, Cambuí - MG, 37600-000, Brazil",,,OPERATIONAL,,-22.61441830000001,-46.0656509,5
ChIJNf4u2v9yUwcRCQajBW5jW5Q,Posto Shell,4.8,8,"Rodovia BR 251, Km 505, s/n - Zona Rural, Francisco Sá - MG, 39580-000, Brazil",,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-1024751,OPERATIONAL,2.0,-16.6108468,-43.66162310000001,5
ChIJZy3fyqq7mAARA9wfQK7o-to,Posto Shell,4.2,515,"Rod. Vital Brasil, S/N KM318 BR-267 KM138 - Av. Gov. Valadares - Rosário de Minas, Juiz de Fora - MG, 36001-970, Brazil",,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-681261,OPERATIONAL,,-21.7755378,-43.6226582,5
ChIJdQpZD-x-mQARmGJe8yGK-GE,Posto Shell,4.2,214,"Av. Roberto Dinamite, 501 - São Cristóvão, Rio de Janeiro - RJ, 20921-060, Brazil",,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-1034171,OPERATIONAL,2.0,-22.894374,-43.2285133,5
ChIJa4dADYVA-ZQRJbzAhnYQOWU,98930-000,0.0,0,"Tucunduva - RS, 98930-000, Brazil",,,,,-27.6457622,-54.4123303,0
ChIJxS-ip1a9ngARm651t3MEUNU,27283-370,0.0,0,"Av. N. Sra. do Amparo - Niterói, Volta Redonda - RJ, 27283-370, Brazil",,,,,-22.4652292,-44.1049431,0
ChIJ01gKO8TQmwARbO1TA2hx5N8,22621-200,0.0,0,"Av. Olegário Maciel - Barra da Tijuca, Rio de Janeiro - RJ, 22621-200, Brazil",,,,,-23.0116645,-43.3050356,0
ChIJEbW0N1J7mQAR7_coa-l4_xk,21230-363,0.0,0,"Estr. da Água Grande, 2-754 - Irajá, Rio de Janeiro - RJ, 21230-363, Brazil",,,,,-22.8291961,-43.3243355,0
ChIJvdXI4Ct8mQARvfbzskwA7z4,20970-001,0.0,0,"Jacaré, Rio de Janeiro - State of Rio de Janeiro, 20970-001, Brazil",,,,,-22.8947198,-43.2572887,0
ChIJkVO18F1mmQARlVd8GG0r84g,Posto Shell Rio São Paulo,4.4,217,"Rod. Pres. Dutra, 5130 - Km 5 - Vilar dos Teles, Nova Iguaçu - RJ, 25565-350, Brazil",(21) 2751-1315,,OPERATIONAL,,-22.7947389,-43.36269819999999,5
ChIJSwj9KKb7mwAR4HuCRCEb18k,Posto Shell,4.2,1096,"Av. Brasil, 51201 - Santa Cruz, Rio de Janeiro - RJ, 23575-000, Brazil",,,OPERATIONAL,2.0,-22.8929564,-43.67160150000001,5
ChIJu0ASgGdkmQARsBRRqhPKlek,25520-661,0.0,0,"Av. Getúlio de Moura, 1-1207 - Centro, São João de Meriti - RJ, 25520-661, Brazil",,,,,-22.7995522,-43.3795362,0
ChIJi38vRhIAswcRoqquX20IM0Y,59020-130,0.0,0,"R. Apodi, 303-2147483647 - Tirol, Natal - RN, 59020-130, Brazil",,,,,-5.790807399999999,-35.2023102,0
ChIJ8-R8K4sw45QRwkSallfwspY,99730-000,0.0,0,"Jacutinga - RS, 99730-000, Brazil",,,,,-27.7929655,-52.5425318,0
ChIJk03eS4SDmQAR-bQ8FYDErrQ,Posto Shell,4.0,600,"Alameda São Boaventura, 246 - Fonseca, Niterói - RJ, 24120-196, Brazil",,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-640298,OPERATIONAL,2.0,-22.8809427,-43.103789,5
ChIJuR1DCr2u75QRJ7qEexdBBVA,João Paulo Konjunski Advogados,4.6,8,"R. Alzira de Abreu, 280 - Centro, Cantagalo - PR, 85160-000, Brazil",(42) 99969-1040,,OPERATIONAL,,-25.3759407,-52.1265284,5
ChIJe8jdwsB9mQARgx2XYPbXVjQ,20715-003,0.0,0,"R. Barão do Bom Retiro, 2-982 - Engenho Novo, Rio de Janeiro - RJ, 20715-003, Brazil",,,,,-22.9077279,-43.2699801,0
ChIJyxabfg2GmQARtao-ReARqlQ,POSTO JARDIM UBA LTDA,5.0,2,"ESTR.DE ITAIPU ,810 - Itaipu, Niterói - RJ, 24340-000, Brazil",,http://www.shell.com.br/milhasagora,OPERATIONAL,2.0,-22.94389319999999,-43.0367691,2
ChIJlYA4J7bv3JQRx8FuMA4JTjg,Posto Shell,3.8,242,"Rod. Dep. João Leopoldo Jacomel, 10502 - Jardim Esmeralda, Pinhais - PR, 83320-005, Brazil",(41) 3653-4899,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-178802,OPERATIONAL,2.0,-25.435375,-49.168909,5
ChIJq7FRn9ER6pQRCL1AkZEU_iA,84900-000,0.0,0,"Ibaiti - State of Paraná, 84900-000, Brazil",,,,,-23.8124402,-50.3069088,0
ChIJPwqRxij68JQR1gFwtQ9xl5w,85650-000,0.0,0,"Santa Izabel do Oeste - State of Paraná, 85650-000, Brazil",,,,,-25.764717,-53.4122052,0
ChIJIbTUVXtVlgARQBFy0AyMsQk,28950-000,0.0,0,"Armação dos Búzios - State of Rio de Janeiro, 28950-000, Brazil",,,,,-22.7812374,-41.94940750000001,0
ChIJxW5s020cqwcRKXoazU36BEI,POSTO LEAO DA ILHA LTDA,4.2,375,"Av. Eng. Abdias de Carvalho, 125 - Madalena, Recife - PE, 50780-000, Brazil",(81) 3227-4001,http://www.shell.com.br/milhasagora,OPERATIONAL,2.0,-8.0617067,-34.9061201,5
ChIJZSIU-OAwlgARLhhPUIR-LTY,27937-050,0.0,0,"Estr. da Cancela Preta, 2-614 - Riviera Fluminense, Macaé - RJ, 27937-050, Brazil",,,,,-22.3956425,-41.79733299999999,0
ChIJmcaMY4OU65QRiQIhmCreGOc,Posto Shell,4.1,408,"BR 376 - Av. Paraná - Dos Francas, Ortigueira - PR, 84350-000, Brazil",(42) 99993-5073,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-1024036,OPERATIONAL,2.0,-24.2162066,-50.93654100000001,5
ChIJNfsZ_rhXuAARjNK8xskk1zU,Posto Shell,3.6,135,"Rod. Jones dos Santos Neves, 15 - Várzea Nova, Guarapari - ES, 29211-630, Brazil",,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-1031646,OPERATIONAL,2.0,-20.6278068,-40.52683469999999,5
ChIJzS6ebqP4zpQRLo8-SqRfqQM,"Av. Dr. Gastão Vidigal, 2245",0.0,0,"Av. Dr. Gastão Vidigal, 2245 - Vila Leopoldina, São Paulo - SP, 05314-001, Brazil",,,,,-23.5358939,-46.7324308,0
ChIJ-YDXneJdzpQRwYiCWadFrew,Shell Select,4.1,461,"Av. Sapopemba, 5359 - Chácara Belenzinho, São Paulo - SP, 03374-001, Brazil",0800 728 1616,https://www.encontreumaselect.com.br/?utm_source=google&utm_medium=maps&utm_campaign=mirum-1049296,OPERATIONAL,2.0,-23.5804233,-46.53875529999999,5
ChIJ89JbwP9XzpQRcvAQHySjFrA,Loja Shell Select - POSTO SHELL - CENTRO AUTOMOTIVO FIANDEIRAS LTDA,4.1,699,"Av. Santo Amaro, 1510 - Vila Nova Conceição, São Paulo - SP, 04506-000, Brazil",0800 728 1616,https://www.shell.com.br/,OPERATIONAL,2.0,-23.5974898,-46.6741347,5
ChIJfVXYvqVYzpQRYszQI5Sjaic,02065-000,0.0,0,"Av. Joaquina Ramalho, 2-1238 - Vila Guilherme, São Paulo - SP, 02065-000, Brazil",,,,,-23.5110417,-46.6058443,0
ChIJS1Bz8pj3u5QRW8ggGmF2Kwo,14730-000,0.0,0,"Monte Azul Paulista - State of São Paulo, 14730-000, Brazil",,,,,-20.8890637,-48.6790007,0
ChIJdbGTYQNOz5QRcSVHt812qDE,Posto Shell,4.4,237,"Av. dos Trabalhadores, 1555 - Jardim Marilia, Salto - SP, 13323-000, Brazil",(11) 4028-7222,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-86886,OPERATIONAL,2.0,-23.2139932,-47.27844249999999,5
ChIJD-PaklJdzpQRL_BhDQJ4GtY,09230-260,0.0,0,"R. Leonilda - Vila Camilópolis, Santo André - SP, 09230-260, Brazil",,,,,-23.6216435,-46.5274596,0
ChIJazm9-WL4zpQR3-w8TuiRLG8,Panificadora Bella Albion,4.3,2447,"R. Albion, 260 - Lapa, São Paulo - SP, 05077-130, Brazil",(11) 3831-8315,https://www.instagram.com/bellaalbionpadaria?igsh=MWlsemxycW1nb2VhZg==,OPERATIONAL,2.0,-23.5234589,-46.7071743,5
ChIJu62HRgNOz5QR0dm0mA4Ib6I,13320-140,0.0,0,"Centro, Salto - SP, 13320-140, Brazil",,,,,-23.1944249,-47.2696349,0
ChIJe8rsQ-avvpQRjuhrK2c_yD4,Auto Posto Central,4.5,11,"Av. Duque de Caxias, 268 - Vila Toninho, Santa Adélia - SP, 15950-000, Brazil",(17) 3571-2099,,OPERATIONAL,,-21.2456477,-48.806385,5
ChIJHyEkK0BYzpQR4fIH--kvqcQ,Posto Shell,3.6,157,"Alameda Nothmann, 833 - Centro Histórico de São Paulo, São Paulo - SP, 01216-001, Brazil",,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-1024467,OPERATIONAL,2.0,-23.5343588,-46.6486226,5
ChIJyxzwlTn4zpQRcW71wuH2-bI,Auto Posto Marini,4.0,558,"Av. Inajar de Souza, 550 - Vila Palmeiras, São Paulo - SP, 02716-000, Brazil",(11) 3931-2290,http://www.shell.com.br/,OPERATIONAL,2.0,-23.5008121,-46.6863401,5
ChIJny807Hn2zpQRl7pRVgVaBCE,Shell - Posto de Serviço Vila Mazzei LTDA,4.0,422,"Av. Mazzei, 1670 - Vila Nova Mazzei, São Paulo - SP, 02310-000, Brazil",(11) 2203-9511,https://www.shell.com.br/,OPERATIONAL,,-23.4678484,-46.5971508,5
ChIJGTqBHLpXzpQRgMv_fxIuo2E,05444-001,0.0,0,"R. dos Macunis, 399-2147483647 - Vila Madalena, São Paulo - SP, 05444-001, Brazil",,,,,-23.5567476,-46.6984564,0
ChIJJ_g7QCv5zpQRyLnp68HNAdg,Posto Shell,4.3,599,"R. Joaquim Oliveira Freitas, 32 - Vila Mangalot, São Paulo - SP, 05133-000, Brazil",(11) 91065-8062,https://find.shell.com/br/fuel/10114312-auto-posto-sete-estrelas-ltda/pt_BR,OPERATIONAL,2.0,-23.5066784,-46.74688250000001,5
ChIJ3ZjBjZiPmQAR4HUR0Bc-dzo,Rio do Ouro,0.0,0,"Rio do Ouro, Niterói - State of Rio de Janeiro, Brazil",,,,,-22.9008993,-42.9960794,0
ChIJbdFLD3RjzZQRdQcFjvJMPVE,Posto Shell,4.3,433,"Av. Miguel Varlez, 401 - loja 3 - Centro, Caraguatatuba - SP, 11660-650, Brazil",(12) 3882-1131,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-883522,OPERATIONAL,2.0,-23.6246382,-45.4172729,5
ChIJ-8pvp94Fz5QR5V2FU5eVySk,Loja Shell Select - POSTO SHELL - AUTO POSTO NOVA ITAPEVI LTDA,4.0,698,"R. Prof. Dimarães Antônio Sandei, 39 - Jardim Nova Itapevi, Itapevi - SP, 06690-000, Brazil",,,OPERATIONAL,2.0,-23.5361918,-46.9397628,5
ChIJszRFEvZfzpQRqAJc-px9OuY,07013-000,0.0,0,"Av. Aniello Pratici - Jardim Santa Francisca, Guarulhos - SP, 07013-000, Brazil",,,,,-23.477378,-46.5292663,0
ChIJy6gqZ1e4yJQRTJSFPVki4l4,Posto Shell,4.3,214,"Av. João Coelho, 32 - Jardim Santiago, Hortolândia - SP, 13185-400, Brazil",(19) 3845-7831,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-1036021,OPERATIONAL,2.0,-22.8886082,-47.1672699,5
ChIJ68HzWMm7yJQRuOlfiv0W7no,13184-210,0.0,0,"Av. Santana - Parque Ortolândia, Hortolândia - SP, 13184-210, Brazil",,,,,-22.8818197,-47.2306208,0
ChIJO5uFNs4lz5QRiq_33TwWqY0,Posto Shell,4.4,261,"R. do Retiro, 2905 - Vila das Hortencias, Jundiaí - SP, 13209-355, Brazil",,https://www.shell.com.br/motoristas/localizador-de-postos.html?utm_source=google&utm_medium=maps&utm_campaign=lbm-86835,OPERATIONAL,2.0,-23.1787861,-46.9127154,5
ChIJS9zUBwrczZQRidKBLiyvFCA,08880-000,0.0,0,"Rodovia Professor Alfredo Rolim de Moura - Cocuera, Mogi das Cruzes - SP, 08880-000, Brazil",,,,,-23.5580033,-46.1177658,0
ChIJBzeQ44oQyZQRvQNRsIb0W8g,13940-000,0.0,0,"Águas de Lindóia - State of São Paulo, 13940-000, Brazil",,,,,-22.4799924,-46.60298119999999,0
ChIJTzVysLzmxZQRBpWeua0wBUI,18560-000,0.0,0,"Iperó - State of São Paulo, 18560-000, Brazil",,,,,-23.4053256,-47.625836,0
ChIJs_BqOwCnzpQRlpx9SY1QOuc,Auto Posto Gigante,0.0,0,"Joanópolis - State of São Paulo, 12980-000, Brazil",,,OPERATIONAL,,-22.9330303,-46.2779506,0
ChIJjQowEZkeIZURFAzZLuPAbaY,"R. Padre Auling, 123",0.0,0,"R. Padre Auling, 123 - Três, Rio Fortuna - SC, 88760-000, Brazil",,,,,-28.14058199999999,-49.1158696,0
EkFBdi4gSnVuZGlhw60sIDkyNiAtIEFuaGFuZ2FiYcO6LCBKdW5kaWHDrSAtIFNQLCAxMzIwOC0wNTMsIEJyYXppbCIxEi8KFAoSCd9IxaWcJs-UEcGOqJPYRsk6EJ4HKhQKEgknG319mybPlBEc34yyvxWyNw,"Av. Jundiaí, 926",0.0,0,"Av. Jundiaí, 926 - Anhangabaú, Jundiaí - SP, 13208-053, Brazil",,,,,-23.1904346,-46.8982074,0
ChIJFYWA0Zwmz5QRuvZKncGYjO0,13208-053,0.0,0,"Av. Jundiaí, 813-2147483647 - Anhangabaú, Jundiaí - SP, 13208-053, Brazil",,,,,-23.1906074,-46.89836589999999,0
ChIJE7AHkjrBzpQRaBBKQrf5PTY,12942-530,0.0,0,"Av. Prof. Carlos Alberto de Carvalho Pinto - Alvinópolis, Atibaia - SP, 12942-530, Brazil",,,,,-23.1161123,-46.5676193,0
ChIJp2GrCgb1zpQRDbhsxFLTEys,07061-000,0.0,0,"Av. Dr. Timóteo Penteado, 2381-3024 - Vila Sao Judas Tadeu, Guarulhos - SP, 07061-000, Brazil",,,,,-23.4572386,-46.56216209999999,0
ChIJn6w71Otai5QRK-3vCcJir0E,79970-000,0.0,0,"Eldorado - State of Mato Grosso do Sul, 79970-000, Brazil",,,,,-23.7184378,-54.215646,0
ChIJOWPyWOX2pgARR0PpvOXQCbk,Posto Flórida - Rede Grande Parada,4.1,1257,"RODOVIA BR 040 KM 496 Flórida - Pedro Leopoldo, Esmeraldas - MG, 35740-000, Brazil",(31) 3525-0149,,OPERATIONAL,2.0,-19.6816733,-44.18391640000001,5
ChIJv_ZS-7FduwAR2-SA08_kVsY,Auto Posto Xodozão Ltda,4.3,419,"BR-116, SN - Fervedouro, MG, 36815-000, Brazil",(32) 98469-6569,http://www.shell.com.br/milhasagora,OPERATIONAL,2.0,-20.7229646,-42.280677,5
ChIJ3V04PNQWsJQRr4Zrv8kP5ec,Maxdiesel Veiculos e Pecas,3.6,5,"Rodovia Br Duzentos e Sesenta e Dois, 1 - Aeroporto, Araxá - MG, 38180-000, Brazil",,,OPERATIONAL,,-19.5585898,-46.96950449999999,5
ChIJ9-yyac_zoJMR-sXWirCrzMA,Posto Shell,4.3,170,"Av. Mato Grosso, 1017 E - Cidade Nova, Lucas do Rio Verde - MT, 78455-000, Brazil",(65) 3549-1995,https://www.shell.com.br/motoristas/localizador-de-postos.html,OPERATIONAL,2.0,-13.0709145,-55.9146638,5
ChIJBz0VxvyCiZQRX8hbuaaFfCM,Desk New Hope,4.4,121,"Av. XV de Novembro, 286 - Centro, Caarapó - MS, 79940-000, Brazil",(67) 3453-1450,,OPERATIONAL,,-22.6367091,-54.8213212,5
ChIJTRIdha-_XpMRuvleypKcVCI,75170-000,0.0,0,"Goianápolis - State of Goiás, 75170-000, Brazil",,,,,-16.5322518,-49.0615086,0
ChIJt-fviBSWXpMR2OGP_OVBtMA,POSTO CACIQUE LTDA,4.3,2071,"145, BR-153, s/n, Goianápolis - GO, 75170-000, Brazil",(62) 99501-8394,,OPERATIONAL,2.0,-16.4594302,-49.05852,5
ChIJYatYjQNfz5QR7fMDxHFjSOo,18087-101,0.0,0,"Éden, Sorocaba - SP, 18087-101, Brazil",,,,,-23.4450614,-47.41725839999999,0
ChIJf9rNhCtENQcRiBeIzGTaKh8,45995-000,0.0,0,"Cachoeira do Mato, Teixeira de Freitas - State of Bahia, 45995-000, Brazil",,,,,-17.4327555,-39.7969138,0
ChIJkVphscxzzpQRkDjxvPnv-ZE,Centro Automotivo Palmeira,4.1,197,"R. Sebastião Moreira, 111 - Parque Palmeiras, Suzano - SP, 08630-585, Brazil",(11) 4742-6002,,OPERATIONAL,,-23.644448,-46.3232647,5
ChIJ2S20hoqVagcRzQZQk28bEp4,46880-000,0.0,0,"Itaberaba - State of Bahia, 46880-000, Brazil",,,,,-12.5477492,-40.2271243,0
ChIJK4dr3AxXRwcRg4cTF7ddrPg,45230-000,0.0,0,"Itagi - State of Bahia, 45230-000, Brazil",,,,,-14.124475,-40.0222864,0
ChIJL9J2WnfPuAcRMEdwpxwUKKY,62875-000,0.0,0,"Chorozinho - Ceará, 62875-000, Brazil",,,,,-4.3106398,-38.46396319999999,0
ChIJ_6SOgMueuZQRlSENv6VqFy4,14177-106,0.0,0,"Av. Affonso Trigo, 907-1199 - Jardim Cajuba, Sertãozinho - SP, 14177-106, Brazil",,,,,-21.1380356,-48.00368249999999,0
ChIJ1Xz1yVezyJQRpFjT67FQ7wo,13330-005,0.0,0,"R. Cerqueira César, 1-1258 - Centro, Indaiatuba - SP, 13330-005, Brazil",,,,,-23.0892096,-47.2131741,0
ChIJf5Udxb1PxZQRuAlVJl_p5cQ,Shell - Fase Quattro Juquiá,4.2,1749,"Rodovia Régis Bittencourt (BR-116) Km 413,8 - Floresta, Juquiá - SP, 11800-000, Brazil",(13) 3844-3741,http://www.fasequattro.com.br/,OPERATIONAL,,-24.3306381,-47.6300618,5
ChIJ0Ys1yaTozJQR9lROwVyue9Q,12442-260,0.0,0,"Moreira César, Pindamonhangaba - State of São Paulo, 12442-260, Brazil",,,,,-22.9152627,-45.3475884,0
ChIJbfZXJgCByJQRymYfXVswiqI,13480-620,0.0,0,"R. Cândido Souza de Oliveira - Vila Santa Rosalia, Limeira - SP, 13480-620, Brazil",,,,,-22.5820184,-47.4084794,0
ChIJ4R9cIU3IyJQR_yTGY8IjdBk,13060-192,0.0,0,"Av. Ruy Rodriguez - Jardim Novo Campos Eliseos, Campinas - SP, 13060-192, Brazil",,,,,-22.9373039,-47.1062212,0
ChIJFYQ-KLYqz5QRGH517Y4doe8,13257-721,0.0,0,"R. Vinhedo - Morada das Fontes, Itatiba - SP, 13257-721, Brazil",,,,,-22.9778756,-46.8461127,0
ChIJaRH85xroyJQRYCBAvJdz30g,13919-136,0.0,0,"Av. Lauro de Carvalho, 340-799 - Jardim Berlim, Jaguariúna - SP, 13919-136, Brazil",,,,,-22.7066409,-46.9914649,0
ChIJFz_LKwye-5QRkq-WKrbozFs,98400-000,0.0,0,"Frederico Westphalen - RS, 98400-000, Brazil",,,,,-27.3341176,-53.3690158,0
ChIJZ0EMi8m9qwcROe_yNN7hp7A,55700-000,0.0,0,"Limoeiro - State of Pernambuco, 55700-000, Brazil",,,,,-7.817537300000001,-35.4562795,0
ChIJhQAgC6Lj3JQRQ7YMbymv9vQ,80310-420,0.0,0,"R. João Alencar Guimarães, 1-1545 - Santa Quiteria, Curitiba - PR, 80310-420, Brazil",,,,,-25.4570924,-49.3106065,0
ChIJ8TxE96F1GZURm1DgSdp6vPs,94836-000,0.0,0,"Av. Pres. Getúlio Vargas - Maria Regina, Alvorada - RS, 94836-000, Brazil",,,,,-30.0061019,-51.0457495,0
ChIJR7MXaZqcwpQRffgCcGPDWDQ,84177-046,0.0,0,"R. Juliana - Castrolanda, Castro - PR, 84177-046, Brazil",,,,,-24.7934977,-49.9457416,0
ChIJCyFzRNvE_pQREGWofD-QDXk,97950-000,0.0,0,"Guarani das Missões - RS, 97950-000, Brazil",,,,,-28.1456542,-54.5875645,0
ChIJEx6qnsh6mQARVIcfrFsGPv0,25010-144,0.0,0,"Av. Nilo Peçanha, 192-878 - Centro, Duque de Caxias - RJ, 25010-144, Brazil",,,,,-22.7853696,-43.3164878,0
ChIJz8XXtNM6wpQRd9LTmnwMK9c,84220-000,0.0,0,"Sengés - State of Paraná, 84220-000, Brazil",,,,,-24.2398097,-49.4059435,0
ChIJj3wFRkTk3JQRTFH6x8SGLg0,80060-060,0.0,0,"Av. Visc. de Guarapuava, 1496-2180 - Centro, Curitiba - PR, 80060-060, Brazil",,,,,-25.4334429,-49.2603838,0
ChIJlR9Hn9OF25QRR2pLu17rphs,83250-000,0.0,0,"Alexandra, Paranaguá - State of Paraná, 83250-000, Brazil",,,,,-25.5489245,-48.6326917,0
ChIJjWmTdGFpyJMR6I_vBLInvmo,76940-000,0.0,0,"Rolim de Moura - State of Rondônia, 76940-000, Brazil",,,,,-11.7375385,-61.7941232,0
ChIJ4dMS7-Hm3JQRHayW6b8UqmY,Posto Shell,4.2,966,"Av. Anita Garibaldi, 1305 - Ahú, Curitiba - PR, 80540-180, Brazil",(41) 3253-2175,https://www.instagram.com/autopostots,OPERATIONAL,2.0,-25.400588,-49.2584934,5
ChIJnVm8JNJzmQARMmLp9GCVlfE,Posto e Lanchonete Xodó do Papai,4.0,292,"Rod. Washington Luiz, Km 111- numero 13350 - Jardim Primavera, Duque de Caxias - RJ, 25213-005, Brazil",(21) 2776-1051,http://www.shell.com.br/,OPERATIONAL,2.0,-22.689729,-43.2862335,5
ChIJ5amQJyrR7JQR_zwM0lm23Yk,87030-121,0.0,0,"Av. Colombo, 4713-5790 - Zona 7, Maringá - PR, 87030-121, Brazil",,,,,-23.4158195,-51.9223484,0
ChIJ8Zgf9zpDzpQRctg-NwdDm8c,AUTO POSTO CAMBORIU,4.4,326,"Av. Kennedy, 960 - Anchieta, São Bernardo do Campo - SP, 09726-253, Brazil",(11) 4361-4703,https://www.shell.com.br/,OPERATIONAL,2.0,-23.681291,-46.557323,5
ChIJ2129g7RGzpQRwO1KJSNay_M,"Estr. dos Alvarengas, 5711",0.0,0,"Estr. dos Alvarengas, 5711 - Assunção, São Bernardo do Campo - SP, 09850-550, Brazil",,,,,-23.7396917,-46.5953388,0
ChIJx5zitEJBzpQRvvYncaylS9g,Posto Ipiranga,4.0,822,"Estr. dos Alvarengas, 5711 - Assunção, São Bernardo do Campo - SP, 09850-550, Brazil",(11) 4358-1352,https://portal.ipiranga/,OPERATIONAL,,-23.7396679,-46.595766,5
ChIJ3Wv1w0eD0pQRHwho0OBC7rs,11600-200,0.0,0,"Estr. da Limeira - Jaraguá, São Sebastião - SP, 11600-200, Brazil",,,,,-23.7437113,-45.4536321,0
ChIJm839Xlc1zJQRSI3dCzbK_Xw,12235-200,0.0,0,"Av. João Batista de Souza Soares, 1-2420 - Jardim America, São José dos Campos - SP, 12235-200, Brazil",,,,,-23.2433059,-45.9066194,0
ChIJm839Xlc1zJQRSI3dCzbK_Xw,12235-200,0.0,0,"Av. João Batista de Souza Soares, 1-2420 - Jardim America, São José dos Campos - SP, 12235-200, Brazil",,,,,-23.2433059,-45.9066194,0
ChIJZZ5GFM3exZQRZQnpTbBQkGY,18270-820,0.0,0,"Rua São Bento - Centro, Tatuí - SP, 18270-820, Brazil",,,,,-23.3500978,-47.8428373,0
